serie,PC1,PC2,PC3,PC4
Total,0.0171950363842209,2.6467892700969045,1.0925890693861122,2.0383394232740355
Via_Aérea,2.1663689510468007,1.2442307923458593,3.346643225052294,-0.5007729861951813
Via_Terrestre,-1.5434949530750703,0.07032033534248246,-1.7680584718984333,2.1610610284030733
Via_Marítima,5.614902034234917,0.3854901937602208,-2.5464955002797907,-1.0272158836831466
Pais_ElSalvador,-3.022696871691127,-0.30334594919254365,-1.001845834047314,0.33378472296188455
Pais_Honduras,-3.533635309099803,1.1721781492183931,-0.26280647975612215,-3.1467284677139205
Pais_EstadosUnidos,0.3013611122000642,-5.215662791571314,1.1399739915432543,0.14153216295325613
