fecha,real,Holt-Winters,Suavizamiento exponencial simple,Seasonal naive,Prophet
2021-04-01,5323.0,2840.8971933301027,6001.9786743728955,0.0,10355.901013658333
2021-05-01,3496.0,2355.9044627697017,6001.9786743728955,0.0,8404.973748616496
2021-06-01,5573.0,2578.9380866072947,6001.9786743728955,0.0,9196.848631297571
2021-07-01,6707.0,2932.194369313846,6001.9786743728955,0.0,10679.206544706713
2021-08-01,5283.0,2889.2715026713413,6001.9786743728955,0.0,10450.418140841668
2021-09-01,4952.0,4813.190323915562,6001.9786743728955,1443.0,9748.055458232657
2021-10-01,6365.0,5264.87265990519,6001.9786743728955,1878.713772446,10905.378953891644
2021-11-01,5721.0,5233.6940380097285,6001.9786743728955,1941.0,10640.895097779436
2021-12-01,5555.0,6068.642022973361,6001.9786743728955,1521.0,12459.525945563168
2022-01-01,5277.0,7720.483788035693,6001.9786743728955,10103.0,14732.972052566272
2022-02-01,12535.0,4622.285123322747,6001.9786743728955,1442.0,9489.648722115486
2022-03-01,15313.0,5902.148631151332,6001.9786743728955,6021.0,10994.01378953561
2022-04-01,22657.0,2784.809004108125,6001.9786743728955,0.0,10595.700165095144
2022-05-01,10985.0,2309.3881764676457,6001.9786743728955,0.0,8591.752538214352
2022-06-01,18854.0,2528.0199689772003,6001.9786743728955,0.0,9415.390091554713
2022-07-01,21876.0,2874.304322764296,6001.9786743728955,0.0,10916.666841479577
2022-08-01,21875.0,2832.2285894635056,6001.9786743728955,0.0,10660.112652794027
2022-09-01,20429.0,4718.17660615261,6001.9786743728955,1443.0,9936.053364703426
2022-10-01,29351.0,5160.944459102995,6001.9786743728955,1878.713772446,11134.42858597132
2022-11-01,27054.0,5130.381184042971,6001.9786743728955,1941.0,10878.91379233636
2022-12-01,26436.0,5948.8504868498185,6001.9786743728955,1521.0,12762.73881402898
2023-01-01,36418.99999999999,7568.091208601706,6001.9786743728955,10103.0,15042.179344693544
2023-02-01,4233.0,4531.039144603782,6001.9786743728955,1442.0,9676.574955608927
2023-03-01,29742.000000000007,5785.64303826551,6001.9786743728955,6021.0,11236.470184695352
2023-04-01,35452.000000000015,2729.8277813793698,6001.9786743728955,0.0,10835.864564105445
2023-05-01,25140.00000000003,2263.7899438777854,6001.9786743728955,0.0,8779.402791295173
2023-06-01,26622.000000000025,2478.1067803864694,6001.9786743728955,0.0,9634.742249657987
2023-07-01,35686.0,2817.5568044851425,6001.9786743728955,0.0,11153.123966172103
2023-08-01,33452.99999999999,2776.3114853515385,6001.9786743728955,0.0,10868.330088576058
2023-09-01,31607.999999999996,4625.038096047795,6001.9786743728955,1443.0,10123.589281071321
2023-10-01,30253.0,5059.067403784098,6001.9786743728955,1878.713772446,11363.701788603223
2023-11-01,29582.999999999975,5029.107330964758,6001.9786743728955,1941.0,11118.362028132055
2023-12-01,30568.00000000001,5831.423177821139,6001.9786743728955,1521.0,13066.733580154685
2024-01-01,37607.99999999998,7418.7062762604355,6001.9786743728955,10103.0,15348.50507818377
2024-02-01,26163.000000000004,4441.594012774053,6001.9786743728955,1442.0,9863.962550888504
2024-03-01,34992.999999999985,5671.4368205135015,6001.9786743728955,6021.0,11459.99665047625
2024-04-01,26377.00000000002,2675.931677855948,6001.9786743728955,0.0,11029.038821444443
2024-05-01,27666.000000000004,2219.091646128527,6001.9786743728955,0.0,8959.052050818702
2024-06-01,25886.000000000025,2429.1786873765777,6001.9786743728955,0.0,9786.0782638709
2024-07-01,29103.999999999975,2761.9292653349275,6001.9786743728955,0.0,11377.384829276722
2024-08-01,28129.000000000007,2721.497971166588,6001.9786743728955,0.0,11155.988125236676
2024-09-01,27520.999999999996,4533.737784168755,6001.9786743728955,1443.0,10413.775905828661
2024-10-01,35487.00000000001,4959.201012175878,6001.9786743728955,1878.713772446,11628.83004810128
2024-11-01,28477.0,4929.832236690354,6001.9786743728955,1941.0,11330.544438383584
2024-12-01,29276.0,5716.313435080249,6001.9786743728955,1521.0,13237.56529697599
2025-01-01,14683.0,7272.269631553122,6001.9786743728955,10103.0,15700.148715173369
2025-02-01,18662.0,4353.914185998576,6001.9786743728955,1442.0,10126.687125912993
2025-03-01,22389.0,5559.4845970180895,6001.9786743728955,6021.0,11702.177244345583
2025-04-01,32486.99999999999,2623.099277431936,6001.9786743728955,0.0,11269.47355072985
2025-05-01,23744.0,2175.2755219455557,6001.9786743728955,0.0,9145.09950127235
2025-06-01,21709.000000000004,2381.2162479256713,6001.9786743728955,0.0,10005.195004649086
2025-07-01,28744.0,2707.399601206065,6001.9786743728955,0.0,11616.15205150371
2025-08-01,25119.00000000003,2667.7662662612775,6001.9786743728955,0.0,11365.587102717447
2025-09-01,24983.00000000001,4444.239391507875,6001.9786743728955,1443.0,10600.133500255331
2025-10-01,33310.000000000015,4861.30560146119,6001.9786743728955,1878.713772446,11856.910829995652
2025-11-01,24477.0,4832.516453359977,6001.9786743728955,1941.0,11567.634106351226
2025-12-01,28234.999999999996,5603.475518726078,6001.9786743728955,1521.0,13542.716409407134
2026-01-01,31946.000000000007,7128.723086549855,6001.9786743728955,10103.0,16011.450141567373
2026-02-01,22027.0,4267.9648239023545,6001.9786743728955,1442.0,10311.615279813615
2026-03-01,28125.00000000001,5449.74188254713,6001.9786743728955,6021.0,11944.706035818932
2026-04-01,32612.0,2571.309586673491,6001.9786743728955,0.0,11510.270708796219
2026-05-01,25131.99999999997,2132.3241605942294,6001.9786743728955,0.0,9332.039759345613
2026-06-01,21613.00000000004,2334.2004037231027,6001.9786743728955,0.0,10225.163567034406
