fecha,real,prediccion,inferior,superior
2021-04-01,47526.17822905621,8593.034492514114,4172.217364756723,17698.081220138647
2021-05-01,20456.0,11033.998150644074,4323.67353383393,28158.720642457552
2021-06-01,30449.0,8310.776972147785,2708.7242010450173,25498.72513936093
2021-07-01,37165.66433359256,14604.815335962508,4264.982150895754,50012.08057875861
2021-08-01,27571.0,11458.545826616712,2988.9017215475205,43928.601437150915
2021-09-01,28866.0,16624.828646629197,4035.370440704282,68490.59623917601
2021-10-01,40325.0,11616.920236135855,2601.5544410955245,51873.92339016879
2021-11-01,42922.17755114579,17474.569675751838,3711.8386553912865,82266.66450309809
2021-12-01,122049.0,7647.566523971528,1525.8334821384624,38330.050050155274
2022-01-01,53281.0,35041.79613706164,6704.696133820539,183144.3889481204
2022-02-01,147175.4,17200.895165108486,3125.4242437999983,94665.80259239385
2022-03-01,189137.0,23897.13266021633,4192.450854217051,136214.58407927532
2022-04-01,258094.0,3956.9296371511036,590.7580103523601,26503.732287990344
2022-05-01,243664.0,5792.76835910464,779.294510243594,43059.671050107594
2022-06-01,234967.0,3804.682162941942,455.0408281340935,31811.664945244982
2022-07-01,266315.0,7598.72872864765,840.37512217587,68708.21942238713
2022-08-01,290297.0,5226.886934755479,526.6984727618159,51870.94408202768
2022-09-01,245409.0,8589.584245950524,812.5371919623464,90803.17583998121
2022-10-01,281801.0,5288.430928109186,462.8099036185075,60429.782212342856
2022-11-01,315529.0,8978.962882052218,744.6859401280749,108262.78581734165
2022-12-01,357685.0,3478.264271832599,269.58388419674077,44877.765526510026
2023-01-01,214430.0,17925.49489862315,1324.9627657154865,242515.01678014954
2023-02-01,145396.00000000003,7822.214353157752,544.1160783850011,112452.1766906013
2023-03-01,186351.99999999968,12179.558083581956,811.4856174074367,182802.54379033082
2023-04-01,226626.0000000003,1800.150140341356,102.94992805585476,31476.860537608874
2023-05-01,166906.00000000006,2943.198563620639,151.72499523315545,57092.88553008076
2023-06-01,164892.0000000001,1732.2050952509778,79.08372218794598,37941.24010605553
2023-07-01,175496.99999999985,3850.3917952141396,161.58522756637677,91750.44773546682
2023-08-01,213118.0000000001,2382.1059642419286,90.27782243175047,62855.180508665966
2023-09-01,180016.99999999985,4342.140566131121,153.14448350144716,123113.70455510616
2023-10-01,131699.0,2412.9664531100393,77.85771729569919,74782.65875329054
2023-11-01,194407.0,4529.28843129831,137.1302702398732,149598.2882408682
2023-12-01,256911.99999999985,1589.0468305671839,44.4138904201359,56853.155754867665
2024-01-01,236880.00000000003,9024.5942767302,238.03676614138806,342145.8927534584
2024-02-01,195023.9999999999,3578.3118653152815,87.70505820709506,145992.90014974657
2024-03-01,240757.00000000012,6120.746277956508,142.15728132755902,263535.81504414754
2024-04-01,176774.0000000001,824.5998139185767,16.400176136387422,41460.82624112181
2024-05-01,177469.00000000003,1476.590018506002,26.327417166945732,82815.49492401256
2024-06-01,157594.00000000006,794.5521894257488,12.454044196028697,50691.41973356434
2024-07-01,184561.00000000012,1928.6569596896038,27.56368481977282,134949.94201540152
2024-08-01,223302.0000000001,1094.1304254316058,13.985409555945212,85597.87849375136
2024-09-01,170231.99999999994,2171.6968587209553,25.59471385349038,184267.23866402192
2024-10-01,189998.0000000002,1109.7781786015414,11.837871042859057,104039.62006691184
2024-11-01,221084.0000000001,2262.0448843506874,22.419262991666297,228234.4009577455
2024-12-01,270242.9999999999,731.7918157592811,6.620710117368378,80885.4718178064
2025-01-01,204868.9999999999,4500.925538572548,38.0436210438659,532502.6942208229
2025-02-01,175050.00000000006,1649.9932621499518,12.81223701096607,212490.43104729115
2025-03-01,192069.99999999997,3048.636342060802,22.205725851909232,418548.96381758
2025-04-01,226671.00000000012,380.70302650402505,2.365390152669114,61273.10297025615
2025-05-01,181985.9999999998,734.531339441881,4.066586820955074,132675.46283336674
2025-06-01,173922.99999999994,367.27378669674164,1.7748989994515851,75998.71003152433
2025-07-01,189324.0000000001,958.2413586268138,4.18952235402594,219172.1212563975
2025-08-01,224363.0000000001,506.3443384154516,1.9628582631893854,130617.98391331123
2025-09-01,165690.99999999994,1077.7242515346898,3.8188952459727474,304142.8181542469
2025-10-01,186906.0000000001,514.1706255604115,1.6334096056842422,161852.50243978988
2025-11-01,216329.99999999985,1121.2852162140287,3.2797848670312195,383342.37978181755
2025-12-01,264139.99999999965,339.4202747559688,0.8973303579809111,128387.6354909504
2026-01-01,205027.0000000001,2228.6408774708675,5.45368587685117,910730.8841927388
2026-02-01,146468.99999999997,766.1197933637596,1.7049482142585948,344256.5192743777
2026-03-01,183014.00000000015,1507.9378012696059,3.118557693811563,729143.6092428473
2026-04-01,175449.99999999997,176.94998128928816,0.31083932336579134,100731.450381626
2026-05-01,164258.99999999977,362.9469310599535,0.5646615911693551,233291.01328290915
2026-06-01,160604.00000000003,170.87932832622357,0.23054042317407109,126657.80884410809
