fecha,real,Holt-Winters,Suavizamiento exponencial simple,Seasonal naive,Prophet
2021-04-01,0.0,0.0,0.00013078031159679905,0.0,11109.916320832062
2021-05-01,0.0,0.0,0.00013078031159679905,0.0,4864.081455907228
2021-06-01,0.0,0.0,0.00013078031159679905,0.0,759.7032269265482
2021-07-01,0.0,0.0,0.00013078031159679905,0.0,802.3142075409377
2021-08-01,0.0,0.0,0.00013078031159679905,0.0,4374.347827035672
2021-09-01,0.0,0.0,0.00013078031159679905,0.0,835.6193107713494
2021-10-01,0.0,0.0,0.00013078031159679905,0.0,4486.396081947426
2021-11-01,1313.0,0.0,0.00013078031159679905,0.0,9813.284684967368
2021-12-01,2595.0,0.0,0.00013078031159679905,0.0,11589.510531920527
2022-01-01,676.0,0.0,0.00013078031159679905,0.0,10783.553768678219
2022-02-01,448.0,0.0,0.00013078031159679905,0.0,8107.185551637176
2022-03-01,852.0,0.0,0.00013078031159679905,0.0,9088.396318615805
2022-04-01,3902.0,0.0,0.00013078031159679905,0.0,10044.096344651523
2022-05-01,897.0,0.0,0.00013078031159679905,0.0,4346.752097699621
2022-06-01,0.0,0.0,0.00013078031159679905,0.0,683.2144236388234
2022-07-01,0.0,0.0,0.00013078031159679905,0.0,728.0451774023566
2022-08-01,0.0,0.0,0.00013078031159679905,0.0,3899.104642521408
2022-09-01,0.0,0.0,0.00013078031159679905,0.0,727.1946066045801
2022-10-01,2975.0,0.0,0.00013078031159679905,0.0,4034.6842425787595
2022-11-01,6238.0,0.0,0.00013078031159679905,0.0,8773.580693853006
2022-12-01,10042.0,0.0,0.00013078031159679905,0.0,10304.373329450294
2023-01-01,682.0,0.0,0.00013078031159679905,0.0,9565.433821981831
2023-02-01,529.0,0.0,0.00013078031159679905,0.0,7200.477408696579
2023-03-01,705.0,0.0,0.00013078031159679905,0.0,8159.091395756638
2023-04-01,674.0,0.0,0.00013078031159679905,0.0,8964.693904189631
2023-05-01,545.0,0.0,0.00013078031159679905,0.0,3834.6464720081717
2023-06-01,598.0,0.0,0.00013078031159679905,0.0,607.580399276695
2023-07-01,624.0,0.0,0.00013078031159679905,0.0,652.3729311549444
2023-08-01,592.0,0.0,0.00013078031159679905,0.0,3427.8499147073676
2023-09-01,346.0,0.0,0.00013078031159679905,0.0,625.5170222023011
2023-10-01,279.0,0.0,0.00013078031159679905,0.0,3578.246232339596
2023-11-01,538.0,0.0,0.00013078031159679905,0.0,7730.761929676616
2023-12-01,505.0,0.0,0.00013078031159679905,0.0,9027.200390354967
2024-01-01,572.0,0.0,0.00013078031159679905,0.0,8359.22104220749
2024-02-01,635.0,0.0,0.00013078031159679905,0.0,6300.734682713935
2024-03-01,717.0,0.0,0.00013078031159679905,0.0,6949.447313719628
2024-04-01,552.0,0.0,0.00013078031159679905,0.0,7724.165147208083
2024-05-01,523.0,0.0,0.00013078031159679905,0.0,3406.305545885623
2024-06-01,555.0,0.0,0.00013078031159679905,0.0,527.1634481914109
2024-07-01,537.0,0.0,0.00013078031159679905,0.0,548.5803970065061
2024-08-01,560.0,0.0,0.00013078031159679905,0.0,3026.8542426978843
2024-09-01,321.0,0.0,0.00013078031159679905,0.0,590.5576537625191
2024-10-01,386.0,0.0,0.00013078031159679905,0.0,3047.4234846412414
2024-11-01,601.0,0.0,0.00013078031159679905,0.0,6667.421173127694
2024-12-01,646.0,0.0,0.00013078031159679905,0.0,7876.995344373488
2025-01-01,603.0,0.0,0.00013078031159679905,0.0,7307.195711204448
2025-02-01,612.0,0.0,0.00013078031159679905,0.0,5457.848113067993
2025-03-01,595.0,0.0,0.00013078031159679905,0.0,6019.326731111909
2025-04-01,937.0,0.0,0.00013078031159679905,0.0,6649.940963879379
2025-05-01,576.0,0.0,0.00013078031159679905,0.0,2895.210295802257
2025-06-01,492.0,0.0,0.00013078031159679905,0.0,449.52838530268303
2025-07-01,606.0,0.0,0.00013078031159679905,0.0,471.972502400885
2025-08-01,566.0,0.0,0.00013078031159679905,0.0,2557.397480984488
2025-09-01,366.0,0.0,0.00013078031159679905,0.0,485.44621835196295
2025-10-01,393.0,0.0,0.00013078031159679905,0.0,2590.017052613085
2025-11-01,534.0,0.0,0.00013078031159679905,0.0,5627.714348987484
2025-12-01,664.0,0.0,0.00013078031159679905,0.0,6602.6674625190635
2026-01-01,644.0,0.0,0.00013078031159679905,0.0,6100.751202968616
2026-02-01,758.0,0.0,0.00013078031159679905,0.0,4553.866060022965
2026-03-01,672.0,0.0,0.00013078031159679905,0.0,5071.276161681272
2026-04-01,720.0,0.0,0.00013078031159679905,0.0,5562.520619499739
2026-05-01,603.0,0.0,0.00013078031159679905,0.0,2389.340787971945
2026-06-01,576.0,0.0,0.00013078031159679905,0.0,372.5840892828937
